source	line	section	commit	categories	table_header	claim
original-REPORT.md	239	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| SQLite | 86.95 ms | 52.59 ms | **-39.51%** | -2.84% | -11.29% |
original-REPORT.md	240	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| Ruby | 966.3 ms | 565.9 ms | **-41.44%** | -0.87% | -6.58% |
original-REPORT.md	241	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| esbuild | 629.0 ms | 351.8 ms | **-44.07%** | -1.13% | -46.98% |
original-REPORT.md	242	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| **Geomean** | **69.66 ms** | **41.66 ms** | **-40.20%** | **-1.62%** | **-19.00%** |
original-REPORT.md	244	## Current AMD64 checkpoint		time,memory,allocations		The matching backend-only geomean improved from 41.90 ms to 26.94 ms
original-REPORT.md	245	## Current AMD64 checkpoint		time,memory,allocations		(**-35.70%**). Every per-corpus backend and end-to-end latency result was
original-REPORT.md	246	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint		significant at `p<0.001`. Backend allocated heap improved **6.33%** by geomean;
original-REPORT.md	247	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint		every large corpus used less backend heap than `main`.
original-REPORT.md	249	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |
original-REPORT.md	251	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| json-as | 751.7 us | 529.9 us | **-29.51%** | -2.51% | -37.59% |
original-REPORT.md	252	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| Lua | 13.92 ms | 9.511 ms | **-31.66%** | -5.10% | -33.69% |
original-REPORT.md	253	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| SQLite | 53.46 ms | 36.44 ms | **-31.85%** | -9.21% | -33.65% |
original-REPORT.md	254	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| Ruby | 603.9 ms | 362.2 ms | **-40.01%** | -4.90% | -19.44% |
original-REPORT.md	255	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| esbuild | 377.3 ms | 210.6 ms | **-44.19%** | -9.74% | -76.97% |
original-REPORT.md	256	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| **Geomean** | **41.90 ms** | **26.94 ms** | **-35.70%** | **-6.33%** | **-44.87%** |
original-REPORT.md	259	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size		buffers matched its immediate predecessor in both byte length and SHA-256.
original-REPORT.md	261	## Current AMD64 checkpoint		time,memory,allocations		The older all-corpus compile-latency and heap rows below were measured at
original-REPORT.md	262	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint		implementation commit `e5b2431a`. The exact current large-module comparison
original-REPORT.md	266	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |
original-REPORT.md	268	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Direct hint-boundary dispatch | **-0.54%** | not rerun | unchanged | Exact code-byte parity |
original-REPORT.md	269	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Reuse clean memory-address proofs | **-0.66%** | **-0.19%** | non-increasing | 0.5-3.2% less code on the large-module sample; selected memory-heavy execution rows improved |
original-REPORT.md	270	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Dispatch integer/float constant hint work | **-0.18%** | not rerun | unchanged | Exact code-byte parity |
original-REPORT.md	271	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Dispatch stack-flow termination locally | **-1.75%** | not rerun | unchanged | Exact code-byte parity |
original-REPORT.md	272	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Compact validated segment counts | not rerun | **+0.30%** (flat) | **-0.45% full heap** | Exact code-byte parity |
original-REPORT.md	273	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Narrow validation flags to 32 bits | not rerun | **+0.03%** (flat) | **-0.28% full heap** | Exact code-byte parity |
original-REPORT.md	274	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Retain only consumed validation facts | not rerun | **-0.11%** (flat) | **-0.41% full heap** | Exact code-byte parity |
original-REPORT.md	275	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Move segment counts to module analysis | not rerun | **+0.01%** (flat) | **-0.27% full heap** | Exact code-byte parity |
original-REPORT.md	276	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Fuse validation fact observation | not rerun | **-1.35%** | unchanged | Exact code-byte parity |
original-REPORT.md	277	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Pair instance-context transfers | **-0.61%** | not rerun | effectively flat | **-0.78%** code on the large-module sample; cross-instance execution **-4.05%** geomean |
original-REPORT.md	278	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Skip bounds-diagnostic control scans when stats are disabled | **-3.27%** | not rerun | unchanged | Exact code-byte parity |
original-REPORT.md	279	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Batch four loop-alignment NOPs | **-0.55%** | not rerun | unchanged | Exact code-byte parity |
original-REPORT.md	280	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Skip diagnostic-only loop-body rescans when stats are disabled | **-6.44%** | not rerun | **-0.80% backend heap** | Exact code-byte parity |
original-REPORT.md	281	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Limit default ARM64 inlining to 16-byte helper bodies | not isolated | **-2.43%** | **-0.44% heap; -2.71% allocs** | **-2.42% code; -0.77% execution** versus the prior 160-byte limit |
original-REPORT.md	282	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Skip unreachable finalizer fragment cursors | **-1.85%** | **-2.99%** | unchanged | Exact generated-code behavior by construction; complete-corpus sizes identical |
original-REPORT.md	283	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Skip merge snapshots when no local register is pinned | **-5.58%** | included below | **-0.93% heap; -18.16% allocs** | Exact code-size parity across the checked corpus |
original-REPORT.md	284	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Skip local call scans when no clobbered pin exists | **-1.77%** | included below | unchanged | Exact code-size parity across the checked corpus |
original-REPORT.md	285	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Inline the complete 64-local merge snapshot | **-1.33%** | **-5.06% for the three-change series** | **-2.52% backend heap; -19.34% backend allocs** incrementally | Exact code-size parity; complete execution corpus passed |
original-REPORT.md	286	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Reuse repeated host-adapter encodings | **-0.60%** | **-1.25%** | unchanged | Exact large-corpus code-size and SHA-256 parity; complete execution corpus passed |
original-REPORT.md	287	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Fast ARM64 inline caller analysis | **-0.94%** | **-0.77%** | **-0.45% backend heap; -8.63% backend allocs** | Exact large-corpus code-size and SHA-256 parity |
original-REPORT.md	288	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Replace detailed ARM64 arena prediction with a coarse bounded estimate | **-3.69%** | **-2.88%** | **-0.74% backend; -0.28% full heap** | Exact large-corpus code-size and SHA-256 parity |
original-REPORT.md	289	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Read bytecode bytes without nested cursor calls | **-2.61%** | **-2.43%** | unchanged | Exact large-corpus code-size and SHA-256 parity |
original-REPORT.md	290	## Current AMD64 checkpoint		time,memory,code-or-storage-size	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Fast-path one-byte `U32` LEBs | **-1.73%** | **-1.92%** | unchanged | Exact large-corpus code-size and SHA-256 parity |
original-REPORT.md	291	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint	| Incremental change | Backend compile | Full compile | Heap | Generated code / execution |	| Fast-path one-byte `I32` LEBs | **-0.79%** | **-0.17%** (flat) | unchanged | Exact large-corpus code-size and SHA-256 parity |
original-REPORT.md	293	## Current AMD64 checkpoint		time,memory,code-or-storage-size		The latest ARM64 change removes the per-op arena-node simulation from hint
original-REPORT.md	296	## Current AMD64 checkpoint		time,memory,code-or-storage-size		cases retain the conservative 256-node fallback. This shrinks `funcHints` from
original-REPORT.md	297	## Current AMD64 checkpoint		time,memory,code-or-storage-size		32 to 28 bytes and deletes more than 500 lines of prediction machinery. Against
original-REPORT.md	299	## Current AMD64 checkpoint		time,memory,code-or-storage-size		both backend-only and full compilation. A 64-KiB repeated-expression outlier
original-REPORT.md	300	## Current AMD64 checkpoint		time,memory,code-or-storage-size		improved 19.49%; the tuned estimate also reduced heap on the small expression
original-REPORT.md	308	## Current AMD64 checkpoint		time,memory,code-or-storage-size		passed 20 consecutive repetitions, the complete ARM64 package passed, and
original-REPORT.md	312	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		`arm64-coarse-arena-vs-main-{base,candidate}.txt`,
original-REPORT.md	313	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		`arm64-coarse-arena-{backend,full}-{base,candidate}.txt`,
original-REPORT.md	314	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		`arm64-coarse-arena-small-{base,candidate}.txt`, and
original-REPORT.md	315	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		`arm64-coarse-arena-outlier-{base,candidate}.txt`.
original-REPORT.md	319	## Current AMD64 checkpoint		time,memory,code-or-storage-size		compilation substantially, but regressed `many_funcs` execution by 8.58% and
original-REPORT.md	320	## Current AMD64 checkpoint		time,memory,code-or-storage-size		was rejected. A sweep of 0, 8, 16, 24, 32, 48, 64, 96, and 160-byte body
original-REPORT.md	321	## Current AMD64 checkpoint		time,memory,code-or-storage-size		limits selected 16 bytes as the measured Pareto point. Against 160 bytes, it
original-REPORT.md	322	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size		reduced full compile latency 2.43%, compile heap 0.44%, allocation count 2.71%,
original-REPORT.md	323	## Current AMD64 checkpoint		time,memory,code-or-storage-size		and generated code 2.42%, while improving complete-corpus execution 0.77% with
original-REPORT.md	327	## Current AMD64 checkpoint		time,memory,code-or-storage-size		medians improving. Its focused sparse-global hint scan improved from a 100.0 us
original-REPORT.md	328	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size		median to 96.2 us (**-3.8%**), while the sparse-local scan and allocation counts
original-REPORT.md	333	## Current AMD64 checkpoint		time,memory,code-or-storage-size		Code fell by 352 B for json-as, 10,064 B for Lua, 31,232 B for SQLite, 524,128 B
original-REPORT.md	334	## Current AMD64 checkpoint		time,memory,code-or-storage-size		for Ruby, and 1,002,148 B for esbuild. Focused execution medians improved by
original-REPORT.md	335	## Current AMD64 checkpoint		time,memory,code-or-storage-size		1.4% for memory-tree, 3.8% for linked-list, 4.4% for matmul, 11.0% for CRC32,
original-REPORT.md	336	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		and 4.1% for SHA-256. A longer Mandelbrot confirmation was flat (+0.4%). The
original-REPORT.md	341	## Current AMD64 checkpoint		time,memory,code-or-storage-size		global/local hint scans by about 1.0%/1.9%. Dispatch-local stack-flow termination
original-REPORT.md	342	## Current AMD64 checkpoint		time,memory,code-or-storage-size		improved them by 3.1%/1.2% and improved the five-corpus backend geomean by 1.75%:
original-REPORT.md	343	## Current AMD64 checkpoint		time,memory,code-or-storage-size		JSON -2.7%, SQLite -2.4%, Ruby -3.0%, and esbuild -1.6%, with Lua +1.1% in that
original-REPORT.md	344	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size,method-or-checkpoint		sample. Allocations and generated code were unchanged, and exhaustive tests now
original-REPORT.md	348	## Current AMD64 checkpoint		time,memory,code-or-storage-size		than once per validation worker. Flags use their required 32 bits, and
original-REPORT.md	351	## Current AMD64 checkpoint		time,memory,code-or-storage-size		32 to 8 bytes. The latest fused observer replaces two common per-op non-inline
original-REPORT.md	353	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size		compile latency by 1.35%, with heap and allocation counts unchanged. Generated
original-REPORT.md	357	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		current comparison is the eight-pair table above: end-to-end compile latency is
original-REPORT.md	358	## Current AMD64 checkpoint		time,memory,code-or-storage-size		37.7-44.1% lower on json-as, Lua, SQLite, Ruby, and esbuild, and backend-only
original-REPORT.md	359	## Current AMD64 checkpoint		time,memory,code-or-storage-size		compilation is 29.5-44.2% lower on the same group. The all-corpus
original-REPORT.md	360	## Current AMD64 checkpoint		time,memory,code-or-storage-size		backend geomean includes fresh-process micro modules whose 7-59% confidence
original-REPORT.md	363	## Current AMD64 checkpoint		time,memory,code-or-storage-size		currently spends a small amount of heap on compact validation analysis and
original-REPORT.md	364	## Current AMD64 checkpoint		time,memory,code-or-storage-size		parallel hint orchestration. The large-module geomean is 40.20% faster end to
original-REPORT.md	365	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size		end with 1.62% less allocated heap and 19.00% fewer allocations. Every latency
original-REPORT.md	366	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		result is significant at p<0.001; esbuild full-compile heap is 1.10% below
original-REPORT.md	373	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		table below remains the representation-only checkpoint at `e5b2431a`, not a
original-REPORT.md	374	## Current AMD64 checkpoint		time,memory,code-or-storage-size,method-or-checkpoint		claim about exact instruction parity at current HEAD.
original-REPORT.md	379	## Current generated code and execution		memory,method-or-checkpoint		already-proven-clean memory32 addresses, paired instance-context transfers, and
original-REPORT.md	380	## Current generated code and execution		code-or-storage-size		the tighter inline-body budget. The bounds-diagnostic change is byte-identical
original-REPORT.md	382	## Current generated code and execution		code-or-storage-size,method-or-checkpoint		pinned `main`, current generated ARM64 code is 4.50% smaller by geomean across
original-REPORT.md	387	## Current generated code and execution		code-or-storage-size	| Corpus | Main code | Branch code | Delta |	| json-as | 76,472 B | 74,856 B | -2.11% |
original-REPORT.md	388	## Current generated code and execution		code-or-storage-size	| Corpus | Main code | Branch code | Delta |	| Lua | 1,000,820 B | 962,820 B | -3.80% |
original-REPORT.md	389	## Current generated code and execution		code-or-storage-size	| Corpus | Main code | Branch code | Delta |	| SQLite | 3,957,880 B | 3,750,536 B | -5.24% |
original-REPORT.md	390	## Current generated code and execution		code-or-storage-size	| Corpus | Main code | Branch code | Delta |	| Ruby | 39,294,784 B | 37,894,368 B | -3.56% |
original-REPORT.md	391	## Current generated code and execution		code-or-storage-size	| Corpus | Main code | Branch code | Delta |	| esbuild | 31,288,340 B | 28,883,520 B | -7.69% |
original-REPORT.md	393	## Current generated code and execution		time,code-or-storage-size		A fresh complete execution-corpus run at `b9e5db49` used eight
original-REPORT.md	394	## Current generated code and execution		time,code-or-storage-size,method-or-checkpoint		interleaved 100 ms samples per revision. The geomean improved **0.90%**, with
original-REPORT.md	395	## Current generated code and execution		memory,allocations,code-or-storage-size,method-or-checkpoint		**0 B/op and 0 allocs/op** on both revisions. Every statistically significant
original-REPORT.md	396	## Current generated code and execution		code-or-storage-size		movement was an improvement: linked-list -2.95%, nbody -3.32%, matmul -4.86%,
original-REPORT.md	397	## Current generated code and execution		code-or-storage-size		CRC32 -9.54%, SHA-256 -5.22%, json-as deserialization -3.01%, json-as SIMD
original-REPORT.md	398	## Current generated code and execution		code-or-storage-size,method-or-checkpoint		serialization -1.96%, and UTF SIMD conversion -3.24%. `many_funcs` was flat.
original-REPORT.md	402	## Large-module memory detail		memory,method-or-checkpoint	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |
original-REPORT.md	404	## Large-module memory detail		memory	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |	| json-as | 51.83 KiB | 50.53 KiB | 108.8 KiB | 108.1 KiB |
original-REPORT.md	405	## Large-module memory detail		memory	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |	| lua | 509.5 KiB | 483.6 KiB | 842.6 KiB | 821.6 KiB |
original-REPORT.md	406	## Large-module memory detail		memory	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |	| sqlite3 | 1.105 MiB | 1.003 MiB | 2.755 MiB | 2.677 MiB |
original-REPORT.md	407	## Large-module memory detail		memory	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |	| ruby | 7.364 MiB | 7.003 MiB | 25.19 MiB | 24.97 MiB |
original-REPORT.md	408	## Large-module memory detail		memory	| Corpus | Backend heap main | Backend heap branch | Full heap main | Full heap branch |	| esbuild | 7.353 MiB | 6.637 MiB | 60.04 MiB | 59.37 MiB |
original-REPORT.md	412	## Older complete compile corpus		time,memory,allocations		Negative latency is better. Heap and allocation columns are deltas versus
original-REPORT.md	413	## Older complete compile corpus		time,method-or-checkpoint		`main`. Each latency figure is the median of eight fresh, interleaved one-shot
original-REPORT.md	417	## Older complete compile corpus		memory,allocations,code-or-storage-size,method-or-checkpoint	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |
original-REPORT.md	419	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| tiny | 67.65 us | 72.27 us | +6.84% | +0.00% | +0.00% | 171.81 us | 182.88 us | +6.44% | +0.63% | +2.82% | 128 B |
original-REPORT.md	420	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| fib_iter | 29.23 us | 30.56 us | +4.56% | +0.00% | +0.00% | 57.50 us | 54.02 us | -6.05% | +0.53% | +2.99% | 128 B |
original-REPORT.md	421	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| fib_rec | 26.67 us | 34.50 us | +29.38% | +0.00% | +0.00% | 54.56 us | 66.77 us | +22.37% | +0.54% | +2.70% | 220 B |
original-REPORT.md	422	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| arith | 24.04 us | 25.31 us | +5.29% | +0.00% | +0.00% | 51.06 us | 54.33 us | +6.40% | +0.40% | +2.94% | 152 B |
original-REPORT.md	423	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| float | 23.40 us | 26.96 us | +15.23% | +0.00% | +0.00% | 46.88 us | 48.23 us | +2.89% | +0.40% | +2.94% | 152 B |
original-REPORT.md	424	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| memory | 28.04 us | 28.33 us | +1.04% | +0.00% | +0.00% | 56.27 us | 65.46 us | +16.33% | +0.65% | +2.47% | 404 B |
original-REPORT.md	425	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| memory_tree | 30.71 us | 36.10 us | +17.57% | +0.00% | +0.00% | 74.17 us | 67.83 us | -8.54% | +0.48% | +2.04% | 628 B |
original-REPORT.md	426	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| globals | 23.08 us | 21.52 us | -6.77% | +0.00% | +0.00% | 60.44 us | 57.15 us | -5.45% | +0.64% | +2.33% | 220 B |
original-REPORT.md	427	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| dispatch | 33.25 us | 32.52 us | -2.19% | +0.00% | +0.00% | 65.21 us | 61.94 us | -5.02% | +0.81% | +1.77% | 972 B |
original-REPORT.md	428	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| branches | 16.96 us | 17.62 us | +3.93% | +0.00% | +0.00% | 42.92 us | 43.44 us | +1.21% | +0.52% | +3.08% | 132 B |
original-REPORT.md	429	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| many_funcs | 218.15 us | 211.69 us | -2.96% | +0.00% | +0.00% | 373.88 us | 352.04 us | -5.84% | +8.00% | +2.70% | 9.49 KiB |
original-REPORT.md	430	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| linked_list | 25.79 us | 26.54 us | +2.91% | +0.00% | +0.00% | 51.13 us | 50.65 us | -0.94% | +0.48% | +2.56% | 364 B |
original-REPORT.md	431	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| mandelbrot | 27.25 us | 30.08 us | +10.40% | +0.00% | +0.00% | 57.92 us | 57.75 us | -0.29% | +0.38% | +2.60% | 412 B |
original-REPORT.md	432	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| sieve | 23.62 us | 25.44 us | +7.67% | +0.00% | +0.00% | 50.94 us | 52.33 us | +2.74% | +0.44% | +2.41% | 400 B |
original-REPORT.md	433	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| nbody | 94.58 us | 90.96 us | -3.83% | +0.00% | +0.00% | 170.73 us | 139.02 us | -18.57% | +0.44% | +2.34% | 3.93 KiB |
original-REPORT.md	434	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| spectralnorm | 83.17 us | 86.52 us | +4.03% | +0.00% | +0.00% | 147.02 us | 133.83 us | -8.97% | +0.68% | +2.42% | 2.70 KiB |
original-REPORT.md	435	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| fannkuch | 106.67 us | 106.13 us | -0.51% | +0.00% | +0.00% | 195.56 us | 158.79 us | -18.80% | +0.20% | +1.34% | 5.02 KiB |
original-REPORT.md	436	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| matmul | 69.44 us | 60.46 us | -12.93% | +0.00% | +0.00% | 124.60 us | 110.17 us | -11.59% | +0.33% | +1.60% | 2.34 KiB |
original-REPORT.md	437	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| quicksort | 77.31 us | 71.44 us | -7.60% | +0.00% | +0.00% | 134.19 us | 120.67 us | -10.08% | +0.38% | +1.23% | 2.40 KiB |
original-REPORT.md	438	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| crc32 | 39.75 us | 45.02 us | +13.26% | +0.00% | +0.00% | 82.94 us | 78.98 us | -4.77% | +0.00% | +0.83% | 1.66 KiB |
original-REPORT.md	439	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| sha256 | 75.25 us | 80.79 us | +7.36% | +0.00% | +0.00% | 148.92 us | 125.10 us | -15.99% | +0.31% | +1.42% | 3.68 KiB |
